"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","GGDEBT","TOT","PC_GDP","A","2018",69.07214,
"DEU","GGDEBT","TOT","PC_GDP","A","2019",67.50011,
"DEU","GGDEBT","TOT","PC_GDP","A","2020",78.66212,
"GRC","GGDEBT","TOT","PC_GDP","A","1995",97.84429,
"GRC","GGDEBT","TOT","PC_GDP","A","1996",98.98184,
"GRC","GGDEBT","TOT","PC_GDP","A","1997",103.5194,
"GRC","GGDEBT","TOT","PC_GDP","A","1998",102.1273,
"GRC","GGDEBT","TOT","PC_GDP","A","1999",102.9808,
"GRC","GGDEBT","TOT","PC_GDP","A","2000",112.5661,
"GRC","GGDEBT","TOT","PC_GDP","A","2001",116.2653,
"GRC","GGDEBT","TOT","PC_GDP","A","2002",117.5052,
"GRC","GGDEBT","TOT","PC_GDP","A","2003",111.0322,
"GRC","GGDEBT","TOT","PC_GDP","A","2004",115.3293,
"GRC","GGDEBT","TOT","PC_GDP","A","2005",116.8701,
"GRC","GGDEBT","TOT","PC_GDP","A","2006",115.5393,
"GRC","GGDEBT","TOT","PC_GDP","A","2007",113.001,
"GRC","GGDEBT","TOT","PC_GDP","A","2008",117.6431,
"GRC","GGDEBT","TOT","PC_GDP","A","2009",135.5171,
"GRC","GGDEBT","TOT","PC_GDP","A","2010",130.3572,
"GRC","GGDEBT","TOT","PC_GDP","A","2011",113.5752,
"GRC","GGDEBT","TOT","PC_GDP","A","2012",167.0901,
"GRC","GGDEBT","TOT","PC_GDP","A","2013",181.3776,
"GRC","GGDEBT","TOT","PC_GDP","A","2014",183.0746,
"GRC","GGDEBT","TOT","PC_GDP","A","2015",184.1773,
"GRC","GGDEBT","TOT","PC_GDP","A","2016",188.9449,
"GRC","GGDEBT","TOT","PC_GDP","A","2017",192.9974,
"GRC","GGDEBT","TOT","PC_GDP","A","2018",199.3277,
"GRC","GGDEBT","TOT","PC_GDP","A","2019",200.8267,
"GRC","GGDEBT","TOT","PC_GDP","A","2020",236.8744,
"HUN","GGDEBT","TOT","PC_GDP","A","1995",87.50822,
"HUN","GGDEBT","TOT","PC_GDP","A","1996",75.94808,
"HUN","GGDEBT","TOT","PC_GDP","A","1997",66.11561,
"HUN","GGDEBT","TOT","PC_GDP","A","1998",65.4857,
"HUN","GGDEBT","TOT","PC_GDP","A","1999",67.25027,
"HUN","GGDEBT","TOT","PC_GDP","A","2000",61.55579,
"HUN","GGDEBT","TOT","PC_GDP","A","2001",59.49084,
"HUN","GGDEBT","TOT","PC_GDP","A","2002",60.63492,
"HUN","GGDEBT","TOT","PC_GDP","A","2003",61.37631,
"HUN","GGDEBT","TOT","PC_GDP","A","2004",64.66929,
"HUN","GGDEBT","TOT","PC_GDP","A","2005",67.55589,
"HUN","GGDEBT","TOT","PC_GDP","A","2006",70.85043,
"HUN","GGDEBT","TOT","PC_GDP","A","2007",71.84193,
"HUN","GGDEBT","TOT","PC_GDP","A","2008",75.72301,
"HUN","GGDEBT","TOT","PC_GDP","A","2009",84.87735,
"HUN","GGDEBT","TOT","PC_GDP","A","2010",86.02636,
"HUN","GGDEBT","TOT","PC_GDP","A","2011",95.10233,
"HUN","GGDEBT","TOT","PC_GDP","A","2012",98.38237,
"HUN","GGDEBT","TOT","PC_GDP","A","2013",97.16262,
"HUN","GGDEBT","TOT","PC_GDP","A","2014",100.5844,
"HUN","GGDEBT","TOT","PC_GDP","A","2015",98.79709,
"HUN","GGDEBT","TOT","PC_GDP","A","2016",98.65585,
"HUN","GGDEBT","TOT","PC_GDP","A","2017",93.20982,
"HUN","GGDEBT","TOT","PC_GDP","A","2018",86.86371,
"HUN","GGDEBT","TOT","PC_GDP","A","2019",84.07641,
"HUN","GGDEBT","TOT","PC_GDP","A","2020",97.35785,
"IRL","GGDEBT","TOT","PC_GDP","A","1998",61.19794,
"IRL","GGDEBT","TOT","PC_GDP","A","1999",50.39738,
"IRL","GGDEBT","TOT","PC_GDP","A","2000",38.67633,
"IRL","GGDEBT","TOT","PC_GDP","A","2001",35.5011,
"IRL","GGDEBT","TOT","PC_GDP","A","2002",34.05502,
"IRL","GGDEBT","TOT","PC_GDP","A","2003",32.7869,
"IRL","GGDEBT","TOT","PC_GDP","A","2004",31.42193,
"IRL","GGDEBT","TOT","PC_GDP","A","2005",31.31408,
"IRL","GGDEBT","TOT","PC_GDP","A","2006",27.63792,
"IRL","GGDEBT","TOT","PC_GDP","A","2007",27.4756,
"IRL","GGDEBT","TOT","PC_GDP","A","2008",47.29154,
"IRL","GGDEBT","TOT","PC_GDP","A","2009",67.46944,
"IRL","GGDEBT","TOT","PC_GDP","A","2010",83.39653,
"IRL","GGDEBT","TOT","PC_GDP","A","2011",110.8552,
"IRL","GGDEBT","TOT","PC_GDP","A","2012",129.1467,
"IRL","GGDEBT","TOT","PC_GDP","A","2013",132.2113,
"IRL","GGDEBT","TOT","PC_GDP","A","2014",121.5567,
"IRL","GGDEBT","TOT","PC_GDP","A","2015",88.53195,
"IRL","GGDEBT","TOT","PC_GDP","A","2016",85.23203,
"IRL","GGDEBT","TOT","PC_GDP","A","2017",76.69709,
"IRL","GGDEBT","TOT","PC_GDP","A","2018",74.61259,
"IRL","GGDEBT","TOT","PC_GDP","A","2019",68.83617,
"IRL","GGDEBT","TOT","PC_GDP","A","2020",71.58207,
"ITA","GGDEBT","TOT","PC_GDP","A","1995",118.7002,
"ITA","GGDEBT","TOT","PC_GDP","A","1996",124.7448,
"ITA","GGDEBT","TOT","PC_GDP","A","1997",126.6052,
"ITA","GGDEBT","TOT","PC_GDP","A","1998",127.9088,
"ITA","GGDEBT","TOT","PC_GDP","A","1999",122.3445,
"ITA","GGDEBT","TOT","PC_GDP","A","2000",118.3671,
"ITA","GGDEBT","TOT","PC_GDP","A","2001",117.2806,
"ITA","GGDEBT","TOT","PC_GDP","A","2002",116.2172,
"ITA","GGDEBT","TOT","PC_GDP","A","2003",113.8618,
"ITA","GGDEBT","TOT","PC_GDP","A","2004",114.5142,
"ITA","GGDEBT","TOT","PC_GDP","A","2005",117.2105,
"ITA","GGDEBT","TOT","PC_GDP","A","2006",114.6298,
"ITA","GGDEBT","TOT","PC_GDP","A","2007",110.2318,
"ITA","GGDEBT","TOT","PC_GDP","A","2008",112.5272,
"ITA","GGDEBT","TOT","PC_GDP","A","2009",125.5098,
"ITA","GGDEBT","TOT","PC_GDP","A","2010",124.3315,
"ITA","GGDEBT","TOT","PC_GDP","A","2011",117.2033,
"ITA","GGDEBT","TOT","PC_GDP","A","2012",135.375,
"ITA","GGDEBT","TOT","PC_GDP","A","2013",143.1716,
"ITA","GGDEBT","TOT","PC_GDP","A","2014",155.6326,
"ITA","GGDEBT","TOT","PC_GDP","A","2015",156.8527,
"ITA","GGDEBT","TOT","PC_GDP","A","2016",154.551,
"ITA","GGDEBT","TOT","PC_GDP","A","2017",152.0244,
"ITA","GGDEBT","TOT","PC_GDP","A","2018",146.8379,
"ITA","GGDEBT","TOT","PC_GDP","A","2019",154.0882,
"ITA","GGDEBT","TOT","PC_GDP","A","2020",183.4948,
"LUX","GGDEBT","TOT","PC_GDP","A","1995",22.71658,
"LUX","GGDEBT","TOT","PC_GDP","A","1996",22.17837,
"LUX","GGDEBT","TOT","PC_GDP","A","1997",21.24754,
"LUX","GGDEBT","TOT","PC_GDP","A","1998",21.1522,
"LUX","GGDEBT","TOT","PC_GDP","A","1999",19.12661,
"LUX","GGDEBT","TOT","PC_GDP","A","2000",17.84571,
"LUX","GGDEBT","TOT","PC_GDP","A","2001",18.03907,
"LUX","GGDEBT","TOT","PC_GDP","A","2002",18.23463,
"LUX","GGDEBT","TOT","PC_GDP","A","2003",19.41867,
"LUX","GGDEBT","TOT","PC_GDP","A","2004",20.09207,
"LUX","GGDEBT","TOT","PC_GDP","A","2005",18.7591,
"LUX","GGDEBT","TOT","PC_GDP","A","2006",17.61033,
"LUX","GGDEBT","TOT","PC_GDP","A","2007",17.13766,
"LUX","GGDEBT","TOT","PC_GDP","A","2008",24.58475,
"LUX","GGDEBT","TOT","PC_GDP","A","2009",22.62495,
"LUX","GGDEBT","TOT","PC_GDP","A","2010",27.4726,
"LUX","GGDEBT","TOT","PC_GDP","A","2011",27.08782,
"LUX","GGDEBT","TOT","PC_GDP","A","2012",28.1611,
"LUX","GGDEBT","TOT","PC_GDP","A","2013",28.61329,
"LUX","GGDEBT","TOT","PC_GDP","A","2014",29.3765,
"LUX","GGDEBT","TOT","PC_GDP","A","2015",29.29929,
"LUX","GGDEBT","TOT","PC_GDP","A","2016",27.20946,
"LUX","GGDEBT","TOT","PC_GDP","A","2017",28.96187,
"LUX","GGDEBT","TOT","PC_GDP","A","2018",28.67122,
"LUX","GGDEBT","TOT","PC_GDP","A","2019",30.29885,
"LUX","GGDEBT","TOT","PC_GDP","A","2020",32.61319,
"NLD","GGDEBT","TOT","PC_GDP","A","1995",85.47066,
"NLD","GGDEBT","TOT","PC_GDP","A","1996",84.26725,
"NLD","GGDEBT","TOT","PC_GDP","A","1997",79.0308,
"NLD","GGDEBT","TOT","PC_GDP","A","1998",76.86986,
"NLD","GGDEBT","TOT","PC_GDP","A","1999",68.32205,
"NLD","GGDEBT","TOT","PC_GDP","A","2000",62.16607,
"NLD","GGDEBT","TOT","PC_GDP","A","2001",58.24405,
"NLD","GGDEBT","TOT","PC_GDP","A","2002",58.71628,
"NLD","GGDEBT","TOT","PC_GDP","A","2003",59.76794,
"NLD","GGDEBT","TOT","PC_GDP","A","2004",60.08755,
"NLD","GGDEBT","TOT","PC_GDP","A","2005",59.31895,
"NLD","GGDEBT","TOT","PC_GDP","A","2006",53.11729,
"NLD","GGDEBT","TOT","PC_GDP","A","2007",50.53297,
"NLD","GGDEBT","TOT","PC_GDP","A","2008",62.86623,
"NLD","GGDEBT","TOT","PC_GDP","A","2009",65.36677,
"NLD","GGDEBT","TOT","PC_GDP","A","2010",69.54976,
"NLD","GGDEBT","TOT","PC_GDP","A","2011",73.76464,
"NLD","GGDEBT","TOT","PC_GDP","A","2012",79.49786,
"NLD","GGDEBT","TOT","PC_GDP","A","2013",78.99095,
"NLD","GGDEBT","TOT","PC_GDP","A","2014",83.3854,
"NLD","GGDEBT","TOT","PC_GDP","A","2015",79.68024,
"NLD","GGDEBT","TOT","PC_GDP","A","2016",77.69183,
"NLD","GGDEBT","TOT","PC_GDP","A","2017",70.92296,
"NLD","GGDEBT","TOT","PC_GDP","A","2018",66.0714,
"NLD","GGDEBT","TOT","PC_GDP","A","2019",62.30612,
"NLD","GGDEBT","TOT","PC_GDP","A","2020",69.76221,
"POL","GGDEBT","TOT","PC_GDP","A","1995",50.37017,
"POL","GGDEBT","TOT","PC_GDP","A","1996",50.20718,
"POL","GGDEBT","TOT","PC_GDP","A","1997",47.54287,
"POL","GGDEBT","TOT","PC_GDP","A","1998",43.25093,
"POL","GGDEBT","TOT","PC_GDP","A","1999",45.90245,
"POL","GGDEBT","TOT","PC_GDP","A","2000",45.94862,
"POL","GGDEBT","TOT","PC_GDP","A","2001",44.5729,
"POL","GGDEBT","TOT","PC_GDP","A","2002",54.02126,
"POL","GGDEBT","TOT","PC_GDP","A","2003",56.20479,
"POL","GGDEBT","TOT","PC_GDP","A","2004",53.77193,
"POL","GGDEBT","TOT","PC_GDP","A","2005",55.25204,
"POL","GGDEBT","TOT","PC_GDP","A","2006",54.96175,
"POL","GGDEBT","TOT","PC_GDP","A","2007",51.55544,
"POL","GGDEBT","TOT","PC_GDP","A","2008",53.87738,
"POL","GGDEBT","TOT","PC_GDP","A","2009",57.18409,
"POL","GGDEBT","TOT","PC_GDP","A","2010",61.68219,
"POL","GGDEBT","TOT","PC_GDP","A","2011",62.17559,
"POL","GGDEBT","TOT","PC_GDP","A","2012",65.55442,
"POL","GGDEBT","TOT","PC_GDP","A","2013",66.44769,
"POL","GGDEBT","TOT","PC_GDP","A","2014",71.43756,
"POL","GGDEBT","TOT","PC_GDP","A","2015",70.20952,
"POL","GGDEBT","TOT","PC_GDP","A","2016",73.00561,
"POL","GGDEBT","TOT","PC_GDP","A","2017",68.71675,
"POL","GGDEBT","TOT","PC_GDP","A","2018",66.76117,
"POL","GGDEBT","TOT","PC_GDP","A","2019",63.37466,
"POL","GGDEBT","TOT","PC_GDP","A","2020",77.32561,
"PRT","GGDEBT","TOT","PC_GDP","A","1995",76.35425,
"PRT","GGDEBT","TOT","PC_GDP","A","1996",77.55743,
"PRT","GGDEBT","TOT","PC_GDP","A","1997",74.14362,
"PRT","GGDEBT","TOT","PC_GDP","A","1998",72.70798,
"PRT","GGDEBT","TOT","PC_GDP","A","1999",69.68423,
"PRT","GGDEBT","TOT","PC_GDP","A","2000",67.71098,
"PRT","GGDEBT","TOT","PC_GDP","A","2001",69.68221,
"PRT","GGDEBT","TOT","PC_GDP","A","2002",71.81933,
"PRT","GGDEBT","TOT","PC_GDP","A","2003",75.64095,
"PRT","GGDEBT","TOT","PC_GDP","A","2004",80.57453,
"PRT","GGDEBT","TOT","PC_GDP","A","2005",83.86554,
"PRT","GGDEBT","TOT","PC_GDP","A","2006",82.98192,
"PRT","GGDEBT","TOT","PC_GDP","A","2007",80.51186,
"PRT","GGDEBT","TOT","PC_GDP","A","2008",84.4994,
"PRT","GGDEBT","TOT","PC_GDP","A","2009",97.63227,
"PRT","GGDEBT","TOT","PC_GDP","A","2010",105.6683,
"PRT","GGDEBT","TOT","PC_GDP","A","2011",109.8804,
"PRT","GGDEBT","TOT","PC_GDP","A","2012",137.316,
"PRT","GGDEBT","TOT","PC_GDP","A","2013",141.066,
"PRT","GGDEBT","TOT","PC_GDP","A","2014",150.745,
"PRT","GGDEBT","TOT","PC_GDP","A","2015",148.4184,
"PRT","GGDEBT","TOT","PC_GDP","A","2016",144.3118,
"PRT","GGDEBT","TOT","PC_GDP","A","2017",143.1314,
"PRT","GGDEBT","TOT","PC_GDP","A","2018",137.2647,
"PRT","GGDEBT","TOT","PC_GDP","A","2019",135.6317,
"PRT","GGDEBT","TOT","PC_GDP","A","2020",157.2174,
"SVK","GGDEBT","TOT","PC_GDP","A","1995",37.46692,
"SVK","GGDEBT","TOT","PC_GDP","A","1996",36.99472,
"SVK","GGDEBT","TOT","PC_GDP","A","1997",38.34319,
"SVK","GGDEBT","TOT","PC_GDP","A","1998",40.67296,
"SVK","GGDEBT","TOT","PC_GDP","A","1999",53.07943,
"SVK","GGDEBT","TOT","PC_GDP","A","2000",58.7788,
"SVK","GGDEBT","TOT","PC_GDP","A","2001",58.50409,
"SVK","GGDEBT","TOT","PC_GDP","A","2002",51.50904,
"SVK","GGDEBT","TOT","PC_GDP","A","2003",49.37656,
"SVK","GGDEBT","TOT","PC_GDP","A","2004",46.75459,
"SVK","GGDEBT","TOT","PC_GDP","A","2005",39.90452,
"SVK","GGDEBT","TOT","PC_GDP","A","2006",37.59237,
"SVK","GGDEBT","TOT","PC_GDP","A","2007",36.06627,
"SVK","GGDEBT","TOT","PC_GDP","A","2008",34.8899,
"SVK","GGDEBT","TOT","PC_GDP","A","2009",44.03915,
"SVK","GGDEBT","TOT","PC_GDP","A","2010",48.53898,
"SVK","GGDEBT","TOT","PC_GDP","A","2011",51.31785,
"SVK","GGDEBT","TOT","PC_GDP","A","2012",60.95338,
"SVK","GGDEBT","TOT","PC_GDP","A","2013",65.37371,
"SVK","GGDEBT","TOT","PC_GDP","A","2014",67.98676,
"SVK","GGDEBT","TOT","PC_GDP","A","2015",66.39359,
"SVK","GGDEBT","TOT","PC_GDP","A","2016",67.77117,
